journ_id,formal_name,subd_id 
17228,Sante Mentale Au Quebec,211
17229,Sante Publique,282
17230,Sao Paulo Medical Journal,525
17231,Sar And Qsar In Environmental Research,326
17232,"Sarcoidosis, Vasculitis, And Diffuse Lung Diseases : Official Journal Of Wasog / World Association Of Sarcoidosis And Other Granulomatous Disorders",51
17233,Sarcoma,424
17234,Sarsia,53
17235,SAUDE E SOCIEDADE,390
17236,Saudi Medical Journal,405
17237,Saudi Pharmaceutical Journal,37
17238,Savings And Development,95
17239,Sbmo/IEEE Mtt-S International Microwave And Optoelectronics Conference Proceedings,65
17240,Sbornik Lekarsky,347
17241,Sbornik Mathematics,393
17242,SCAND_AUDIOL,510
17243,SCAND_J_HIST,391
17244,SCAND_STUD,468
17245,SCANDIA,198
17246,SCANDINAVIAN ACTUARIAL JOURNAL,476
17247,Scandinavian Audiology,226
17248,"Scandinavian Audiology, Supplement",226
17249,Scandinavian Cardiovascular Journal,2
17250,Scandinavian Economic History Review,488
17251,Scandinavian Journal Of Caring Sciences,207
17252,Scandinavian Journal Of Clinical And Laboratory Investigation,241
17253,Scandinavian Journal Of Economics,79
17254,Scandinavian Journal Of Educational Research,290
17255,Scandinavian Journal Of Forest Research,231
17256,"Scandinavian Journal Of Forest Research, Supplement",231
17257,Scandinavian Journal Of Gastroenterology,32
17258,"Scandinavian Journal Of Gastroenterology, Supplement",32
17259,SCANDINAVIAN JOURNAL OF HISTORY,379
17260,SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,527
17261,Scandinavian Journal Of Immunology,9
17262,"Scandinavian Journal Of Immunology, Supplement",9
17263,Scandinavian Journal Of Infectious Diseases,190
17264,"Scandinavian Journal Of Infectious Diseases, Supplement",91
17265,Scandinavian Journal Of Laboratory Animal Science,503
17266,Scandinavian Journal Of Management,126
17267,Scandinavian Journal Of Medicine & Science In Sports,73
17268,Scandinavian Journal Of Metallurgy,406
17269,Scandinavian Journal Of Nutrition/Naringsforskning,42
17270,Scandinavian Journal Of Occupational Therapy,412
17271,Scandinavian Journal Of Plastic And Reconstructive Surgery And Hand Surgery,210
17272,Scandinavian Journal Of Primary Health Care,236
17273,Scandinavian Journal Of Psychology,418
17274,Scandinavian Journal Of Public Health,531
17275,"Scandinavian Journal Of Public Health, Supplement",469
17276,SCANDINAVIAN JOURNAL OF REHABILITATION MEDICINE,505
17277,Scandinavian Journal Of Rheumatology,16
17278,"Scandinavian Journal Of Rheumatology, Supplement",16
17279,Scandinavian Journal Of Statistics,94
17280,Scandinavian Journal Of Surgery,405
17281,SCANDINAVIAN JOURNAL OF THE OLD TESTAMENT,279
17282,SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE,414
17283,Scandinavian Journal Of Urology And Nephrology,8
17284,"Scandinavian Journal Of Urology And Nephrology, Supplement",471
17285,"Scandinavian Journal Of Work, Environment & Health",17
17286,SCANDINAVIAN POLITICAL STUDIES,261
17287,SCANDINAVIAN STUDIES,209
17288,SCANDINAVICA,182
17289,Scanning,441
17290,Schizophrenia Bulletin,150
17291,Schizophrenia Research,150
17292,Schmerz,485
17293,Scholarly Inquiry For Nursing Practice,207
17294,School Effectiveness And School Improvement,496
17295,School Nurse News,462
17296,School Psychology International,386
17297,School Psychology Quarterly,386
17298,School Psychology Review,386
17299,Schweissen Und Schneiden/Welding And Cutting,521
17300,SCHWEIZ_ARCH_VOLKSKU,380
17301,Schweizer Archiv Fur Neurologie Und Psychiatrie,532
17302,Schweizer Archiv Fur Tierheilkunde,133
17303,Schweizer Monatsschrift Fur Zahnmedizin = Revue Mensuelle Suisse D'Odonto-Stomatologie = Rivista Mensile Svizzera Di Odontologia E Stomatologia / Sso,191
17304,SCHWEIZERISCHE MEDIZINISCHE WOCHENSCHRIFT,405
17305,Schweizerische Mineralogische Und Petrographische Mitteilungen,413
17306,Schweizerische Rundschau Fur Medizin/Praxis,32
17307,Schweizerische Zeitschrift Fur Ganzheitsmedizin,422
17308,Schweizerische Zeitschrift Fur Sportmedizin Und Sporttraumatologie,73
17309,SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,410
17310,Sci Nursing : A Publication Of The American Association Of Spinal Cord Injury Nurses,67
17311,Science,1
17311,Science,4
17311,Science,6
17311,Science,9
17311,Science,10
17311,Science,12
17311,Science,13
17311,Science,15
17311,Science,16
17311,Science,18
17311,Science,19
17311,Science,20
17311,Science,21
17311,Science,23
17311,Science,25
17311,Science,26
17311,Science,29
17311,Science,30
17311,Science,31
17311,Science,33
17311,Science,35
17311,Science,37
17311,Science,40
17311,Science,42
17311,Science,45
17311,Science,46
17311,Science,48
17311,Science,54
17311,Science,55
17311,Science,61
17311,Science,63
17311,Science,69
17311,Science,72
17311,Science,77
17311,Science,78
17311,Science,81
17311,Science,82
17311,Science,103
17311,Science,106
17311,Science,125
17311,Science,127
17311,Science,131
17311,Science,135
17311,Science,144
17311,Science,150
17311,Science,157
17311,Science,158
17311,Science,161
17311,Science,166
17311,Science,176
17311,Science,179
17311,Science,180
17311,Science,185
17311,Science,200
17311,Science,213
17311,Science,218
17311,Science,233
17311,Science,238
17311,Science,254
17311,Science,262
17311,Science,264
17311,Science,278
17311,Science,293
17311,Science,310
17311,Science,320
17311,Science,321
17311,Science,322
17311,Science,353
17311,Science,361
17311,Science,365
17311,Science,366
17311,Science,372
17311,Science,384
17311,Science,394
17311,Science,422
17311,Science,423
17311,Science,424
17311,Science,426
17311,Science,443
17311,Science,454
17311,Science,463
17311,Science,508
17312,Science & Justice : Journal Of The Forensic Science Society,519
17313,Science And Education,290
17314,Science And Engineering Ethics,444
17315,Science And Engineering Of Composite Materials,168
17316,Science And Public Policy,105
17317,Science And Society,281
17318,Science And Sports,73
17319,Science And Technology Libraries,446
17320,Science And Technology Of Advanced Materials,23
17321,Science And Technology Of Energetic Materials,459
17322,"Science And Technology Of Powder Materials: Synthesis, Consolidation And Properties - Proceedings Of A Symposium Sponsored By Materials Science And Technology 2005, Ms And T'05",23
17323,Science And Technology Of Welding And Joining,521
17324,SCIENCE CHINA-CHEMISTRY,88
17325,SCIENCE CHINA-EARTH SCIENCES,364
17326,SCIENCE CHINA-INFORMATION SCIENCES,395
17327,SCIENCE CHINA-LIFE SCIENCES,21
17328,SCIENCE CHINA-MATHEMATICS,337
17329,SCIENCE CHINA-PHYSICS MECHANICS & ASTRONOMY,376
17330,SCIENCE CHINA-TECHNOLOGICAL SCIENCES,153
17331,Science Communication,403
17332,Science Education,290
17333,Science For Conservation,461
17334,Science In China Series G-Physics Mechanics & Astronomy,376
17335,"Science In China, Series A: Mathematics",64
17336,"Science In China, Series B: Chemistry",470
17337,"Science In China, Series C: Life Sciences",21
17338,"Science In China, Series D: Earth Sciences",413
17339,"Science In China, Series E: Technological Sciences",463
17340,"Science In China, Series F: Information Sciences",3
17341,Science In Context,182
17342,Science Of Aging Knowledge Environment [Electronic Resource] : Sage Ke,523
17343,Science Of Computer Programming,306
17344,Science Of Sintering,90
17345,Science Of The Total Environment,109
17345,Science Of The Total Environment,120
17345,Science Of The Total Environment,275
17345,Science Of The Total Environment,287
17345,Science Of The Total Environment,305
17345,Science Of The Total Environment,339
17346,SCIENCE SIGNALING,523
17347,Science Technology And Human Values,403
17348,SCIENCE TRANSLATIONAL MEDICINE,394
17349,SCIENCEASIA,129
17350,SCIENCE-FICTION STUDIES,410
17351,Sciences Des Aliments,456
17352,Sciences Et Techniques De L'Animal De Laboratoire,406
17353,Sciences Sociales Et Sante,403
17354,Science'S Stke [Electronic Resource] : Signal Transduction Knowledge Environment,523
17355,SCIENCES-NEW YORK,212
17356,SCIENTIA AGRICOLA,227
17357,Scientia Forestalis/Forest Sciences,429
17358,Scientia Geologica Sinica,413
17359,Scientia Horticulturae,284
17360,Scientia Iranica,484
17361,Scientia Marina,343
17362,Scientia Pharmaceutica,255
17363,Scientific American,409
17364,Scientific And Statistical Database Management - Proceedings Of The International Working Conference,359
17365,Scientific Computing And Instrumentation,288
17366,SCIENTIFIC MODELING AND SIMULATIONS,219
17367,Scientific Papers Of The Institute Of Electrical Engineering Fundamentals Of Wroclaw Technical University Conferences,253
17368,Scientific Programming,371
17369,SCIENTIFIC RESEARCH AND ESSAYS,227
17370,Scientific Review Of Alternative Medicine,140
17371,Scientific Studies Of Reading,418
17372,Scientist,127
17373,Scientometrics,403
17374,SCI-FICTION_STUD,410
17375,SCOT_J_THEOLOGY,279
17376,SCOT_STUD_REV,209
17377,Scottish Geographical Journal,246
17378,SCOTTISH HISTORICAL REVIEW,488
17379,Scottish Journal Of Geology,413
17380,Scottish Journal Of Political Economy,79
17381,SCOTTISH JOURNAL OF THEOLOGY,279
17382,SCOTTISH LITERARY JOURNAL,209
17383,Scottish Medical Journal,414
17384,SCOTTISH STUDIES REVIEW,209
17385,Scrap,440
17386,SCREEN,410
17387,Screen Printing,440
17388,SCRIBLERIAN AND THE KIT-CATS,488
17389,Scripta Botanica Belgica,196
17390,Scripta Geologica,426
17391,Scripta Materialia,23
17392,Scripta Medica Facultatis Medicae Universitatis Brunensis Masarykianae,402
17393,SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,220
17394,SCRIPTORIUM,407
17395,Se Pu = Chinese Journal Of Chromatography / Zhongguo Hua Xue Hui,115
17396,Sea Technology,382
17397,Seaisi Quarterly (South East Asia Iron And Steel Institute),406
17398,Sealing Technology,482
17399,Searcher:Magazine For Database Professionals,446
17400,"Second Asian And Pacific Rim Symposium On Biophotonics - Proceedings, Apbp 2004",450
17401,"Second IEEE Workshop On Embedded Networked Sensors, Emnets-Ii",159
17402,"Second IEEE/Acm/Ifip International Conference On Hardware/Software Codesign And Systems Synthesis, Codes+Isss 2004",481
17403,SECOND LANGUAGE RESEARCH,222
17404,SECURITIES REGULATION LAW JOURNAL,27
17405,SECURITY AND COMMUNICATION NETWORKS,395
17406,Security Dialogue,492
17407,SECURITY JOURNAL,327
17408,Security Studies,267
17409,Sedimentary Geology,363
17410,Sedimentology,363
17411,Seed Science And Technology,429
17412,Seed Science Research,429
17413,SEEING AND PERCEIVING,440
17414,SEFARAD,279
17415,Sei Technical Review,517
17416,SEIBUTSU-KOGAKU KAISHI-JOURNAL OF THE SOCIETY FOR FERMENTATION AND BIOENGINEERING,361
17417,Seikagaku,1
17418,Seimitsu Kogaku Kaishi/Journal Of The Japan Society For Precision Engineering,201
17419,Sein,452
17420,Seismological Research Letters,61
17421,SEIZIEME SIECLE,182
17422,Seizure,324
17423,Sekiyu Gakkaishi (Journal Of The Japan Petroleum Institute),199
17424,SEKIYU_GAKKAISHI,199
17425,"Selecta Mathematica, New Series",337
17426,SELF AND IDENTITY,124
17427,Semiconduct Semimet,263
17428,Semiconductor International,439
17429,Semiconductor Science And Technology,38
17430,Semiconductors,463
17431,Semigroup Forum,64
17432,SEMINA-CIENCIAS AGRARIAS,202
17433,SEMINAR-A JOURNAL OF GERMANIC STUDIES,541
17434,Seminarios De La Fundacion Espanola De Reumatologia,16
17435,Seminars For Nurse Managers,211
17436,Seminars In Anesthesia,7
17437,Seminars In Arthritis And Rheumatism,16
17438,Seminars In Arthroplasty,62
17439,Seminars In Avian And Exotic Pet Medicine,503
17440,Seminars In Breast Disease,399
17441,Seminars In Cancer Biology,1
17442,Seminars In Cardiothoracic And Vascular Anesthesia,114
17443,Seminars In Cell & Developmental Biology,31
17444,Seminars In Cerebrovascular Diseases And Stroke,452
17445,Seminars In Clinical Neuropsychiatry,292
17446,Seminars In Colon And Rectal Surgery,405
17447,Seminars In Cutaneous Medicine And Surgery,24
17448,Seminars In Diagnostic Pathology,130
17449,Seminars In Dialysis,504
17450,Seminars In Fetal And Neonatal Medicine,534
17451,Seminars In Gastrointestinal Disease,405
17452,Seminars In Hearing,226
17453,Seminars In Hematology,19
17454,Seminars In Immunology,9
17455,SEMINARS IN IMMUNOPATHOLOGY,9
17456,Seminars In Integrative Medicine,140
17457,Seminars In Interventional Radiology,59
17458,Seminars In Laparoscopic Surgery,167
17459,Seminars In Liver Disease,349
17460,Seminars In Musculoskeletal Radiology,243
17461,Seminars In Neonatology,76
17462,Seminars In Nephrology,25
17463,Seminars In Neurology,63
17464,Seminars In Neurosurgery,44
17465,Seminars In Nuclear Medicine,184
17466,Seminars In Oncology,12
17467,Seminars In Oncology Nursing,472
17468,Seminars In Ophthalmology,68
17469,Seminars In Orthodontics,192
17470,Seminars In Pain Medicine,313
17471,Seminars In Pediatric Infectious Diseases,190
17472,Seminars In Pediatric Neurology,445
17473,Seminars In Pediatric Surgery,405
17474,Seminars In Perinatology,534
17475,Seminars In Perioperative Nursing,453
17476,Seminars In Radiation Oncology,286
17477,Seminars In Reproductive Medicine,490
17478,Seminars In Respiratory And Critical Care Medicine,303
17479,Seminars In Respiratory Infections,190
17480,Seminars In Roentgenology,28
17481,Seminars In Speech And Language,302
17482,Seminars In Spine Surgery,224
17483,Seminars In Surgical Oncology,512
17484,Seminars In Thoracic And Cardiovascular Surgery,114
17485,Seminars In Thrombosis And Hemostasis,205
17486,"Seminars In Ultrasound, Ct, And Mr",28
17487,Seminars In Urologic Oncology,8
17488,Seminars In Vascular Medicine,205
17489,Seminars In Vascular Surgery,59
17490,SEMIOTICA,420
17491,Senckenbergiana Lethaea,426
17492,Senckenbergiana Maritima,30
17493,Sendrom,68
17494,Sen'I Gakkaishi,421
17495,SENSES & SOCIETY,209
17496,Sensor Letters,448
17497,Sensor Review,474
17498,Sensors,439
17499,"Sensors And Actuators, A: Physical",448
17500,"Sensors And Actuators, B: Chemical",448
17501,Sensors And Materials,448
17502,Sensys'03: Proceedings Of The First International Conference On Embedded Networked Sensor Systems,159
17503,Sensys'04 - Proceedings Of The Second International Conference On Embedded Networked Sensor Systems,428
17504,SEOUL JOURNAL OF KOREAN STUDIES,391
17505,SEPARATION AND PURIFICATION METHODS,519
17506,SEPARATION AND PURIFICATION REVIEWS,519
17507,Separation And Purification Technology,189
17508,Separation Science And Technology,189
17509,Serials Librarian,164
17510,Serials Review,164
17511,Series On Energy And Power Systems,153
17512,SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,79
17513,Service Industries Journal,58
17514,"Servir (Lisbon, Portugal)",301
17515,Set-Valued Analysis,392
17516,SET-VALUED AND VARIATIONAL ANALYSIS,392
17517,Seventeenth International Specialty Conference On Cold-Formed Steel Structures: Recent Research And Developments In Cold-Formed Steel Design And Construction,436
17518,SEVENTEENTH_CENT,407
17519,SEVENTEENTH-CENTURY FRENCH STUDIES,498
17520,SEWANEE_REV,410
17521,Sex Education,403
17522,Sex Roles,244
17523,Sexual Abuse: Journal Of Research And Treatment,447
17524,Sexual Addiction And Compulsivity,525
17525,Sexual And Relationship Therapy,525
17526,SEXUAL DEVELOPMENT,523
17527,Sexual Health,443
17528,Sexual Plant Reproduction,21
17529,Sexualities,403
17530,Sexuality And Disability,525
17531,"Sexuality, Reproduction And Menopause",45
17532,Sexually Transmitted Diseases,443
17533,Sexually Transmitted Infections,443
17534,Sexuologie,525
17535,SHAKESPEARE,209
17536,SHAKESPEARE QUARTERLY,209
17537,SHAKESPEARE_QUART,209
17538,Shanghai Jiaotong Daxue Xuebao/Journal Of Shanghai Jiaotong University,3
17539,Shanghai Kou Qiang Yi Xue = Shanghai Journal Of Stomatology,192
17540,Shapu Giho/Sharp Technical Journal,432
17541,SHENANDOAH,420
17542,Sheng Li Ke Xue Jin Zhan [Progress In Physiology],40
17543,Sheng Wu Gong Cheng Xue Bao = Chinese Journal Of Biotechnology,454
17544,Shengwu Yixue Gongchengxue Zazhi/Journal Of Biomedical Engineering,450
17545,Shengxue Xuebao/Acta Acustica,382
17546,Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal Of Shenyang Jianzhu University (Natural Science),52
17547,Shi Yan Sheng Wu Xue Bao = Journal Of Experimental Biology,523
17548,SHILAP-REVISTA DE LEPIDOPTEROLOGIA,53
17549,Shinku/Journal Of The Vacuum Society Of Japan,38
17550,Shinrigaku Kenkyu,143
17551,Ship And Boat International,368
17552,Shipping World And Shipbuilder,92
17553,Shiprepair And Conversion Technology,368
17554,Shiyou Daxue Xuebao/Journal Of The University Of Petroleum China,442
17555,"Shiyou Xuebao, Shiyou Jiagong/Acta Petrolei Sinica (Petroleum Processing Section)",199
17556,Shock,139
17557,Shock And Vibration,248
17558,Shock Waves,459
17559,Shp News,437
17560,Shuikexue Jinzhan/Advances In Water Science,514
17561,Siam Journal Of Scientific Computing,501
17562,Siam Journal On Applied Dynamical Systems,108
17563,Siam Journal On Applied Mathematics,228
17564,Siam Journal On Computing,291
17565,Siam Journal On Control And Optimization,96
17566,Siam Journal On Discrete Mathematics,156
17567,SIAM JOURNAL ON IMAGING SCIENCES,188
17568,Siam Journal On Mathematical Analysis,14
17569,Siam Journal On Matrix Analysis And Applications,501
17570,Siam Journal On Numerical Analysis,351
17571,Siam Journal On Optimization,392
17572,Siam Review,463
17573,Siberian Mathematical Journal,393
17574,Sichuan Daxue Xuebao (Gongcheng Kexue Ban)/Journal Of Sichuan University (Engineering Science Edition),427
17575,Sid Conference Record Of The International Display Research Conference,432
17576,"Sida, Contributions To Botany",419
17577,"Sidahora : Un Proyecto Del Departamento De Publicaciones Del Pwa Coalition, Ny",298
17578,"Sigcse Bulletin (Association For Computing Machinery, Special Interest Group On Computer Science Education)",444
17579,SIGHT AND SOUND,410
17580,SIGHT_SOUND,467
17581,Sigir Forum (Acm Special Interest Group On Information Retrieval),446
17582,Sigite 2004 Conference,212
17583,Sigmis Cpr'05 - Proceedings Of The 2005 Acm Sigmis Cpr Conference,57
17584,Sigmod Record,359
17585,SIGNA VITAE,466
17586,SIGNAL IMAGE AND VIDEO PROCESSING,299
17587,Signal Processing,5
17588,Signal Processing: Image Communication,370
17589,Signal Transduction,402
17590,SIGNA-REVISTA DE LA ASOCIACION ESPANOLA DE SEMIOTICA,498
17591,Signs,410
17593,Silicates Industriels,129
17594,Silva Balcanica,419
17595,Silva Fennica,231
17596,Silvae Genetica,423
17597,SIMIOLUS-NETHERLANDS QUARTERLY FOR THE HISTORY OF ART,268
17598,SIMULAT_PRACT_THEORY,458
17599,Simulation,428
17600,Simulation And Gaming,145
17601,SIMULATION IN HEALTHCARE,430
17602,Simulation Modelling Practice And Theory,173
17603,SIMULATION PRACTICE AND THEORY,455
17604,SINGAPORE ECONOMIC REVIEW,375
17605,Singapore General Hospital Proceedings,39
17606,Singapore Journal Of Tropical Geography,198
17607,Singapore Medical Journal,466
17608,Singapore Paediatric Journal,479
17609,Single Molecules,441
17610,SINN UND FORM,379
17611,SINO-CHRISTIAN STUDIES,391
17612,SITES,142
17613,SIXTEENTH CENTURY JOURNAL,380
17614,SIXTEENTH_CENT_J,407
17615,Sixth Iasted International Conference On Signal And Image Processing,136
17616,"Sixth International Conference On Advances In Power System Control, Operation And Management - Proceedings",153
17617,SKANDINAVISTIK,183
17618,Skeletal Radiology,62
17619,Skin Cancer,460
17620,Skin Pharmacology And Applied Skin Physiology,460
17621,Skin Pharmacology And Physiology,460
17622,Skin Research,24
17623,Skin Research And Technology,460
17624,Skin Therapy Letter,460
17625,Skinmed,460
17626,Skull Base,44
17627,SKULL BASE SURGERY,110
17628,SLAVERY & ABOLITION,431
17629,SLAVIC AND EAST EUROPEAN JOURNAL,222
17630,Slavic Review,488
17631,SLAVIC_E_EUR_J,381
17633,SLAVISTICNA REVIJA,222
17634,SLAVON_E_EUR_REV,502
17635,SLAVONIC AND EAST EUROPEAN REVIEW,502
17636,Sleep,532
17637,Sleep & Breathing = Schlaf & Atmung,532
17638,Sleep And Biological Rhythms,532
17639,Sleep And Hypnosis,532
17640,Sleep Medicine,532
17641,Sleep Medicine Reviews,532
17642,SLOAN MANAGEMENT REVIEW,126
17643,SLOVAK REVIEW OF WORLD LITERATURE RESEARCH,418
17644,SLOVENIAN VETERINARY RESEARCH,499
17645,SLOVO,502
17646,SLOVO A SLOVESNOST,222
17647,Small,185
17648,Small Business Economics,403
17649,Small Enterprise Development,259
17650,Small Fruits Review,284
17651,Small Group Research,171
17652,Small Ruminant Research,107
17653,Smart Materials And Structures,448
17654,SMART STRUCTURES AND SYSTEMS,248
17655,Smcia/05 - Proceedings Of The 2005 IEEE Mid-Summer Workshop On Soft Computing In Industrial Applications,70
17656,Smith College Studies In Social Work,71
17657,SMITHSONIAN,495
17658,Smpte Journal,489
17659,Smpte Motion Imaging Journal,489
17660,SMPTE_J,489
17661,Smt Surface Mount Technology Magazine,439
17662,SOAP & COSMETICS,460
17663,SOBORNOST INCORPORATING EASTERN CHURCHES REVIEW,411
17664,SOC_HIST,407
17665,Social And Cultural Geography,198
17666,Social And Legal Studies,408
17667,Social Behavior And Personality,124
17668,Social Biology,408
17669,Social Choice And Welfare,411
17670,Social Cognition,124
17671,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,215
17672,Social Compass,408
17673,Social Development,312
17674,Social Dynamics,431
17675,Social Epistemology,403
17676,Social Forces,283
17677,SOCIAL HISTORY,488
17678,Social History Of Medicine,182
17679,Social Identities,431
17680,Social Indicators Research,154
17681,SOCIAL INFLUENCE,124
17682,Social Justice Research,124
17683,Social Networks,403
17684,SOCIAL NEUROSCIENCE,215
17685,Social Philosophy And Policy,511
17686,Social Policy And Administration,403
17687,SOCIAL POLICY JOURNAL OF NEW ZEALAND,390
17688,Social Politics,403
17689,Social Problems,283
17690,Social Psychiatry And Psychiatric Epidemiology,318
17691,SOCIAL PSYCHOLOGY,124
17692,Social Psychology Of Education,418
17693,Social Psychology Quarterly,124
17694,Social Research,513
17695,Social Science And Medicine,11
17695,Social Science And Medicine,91
17695,Social Science And Medicine,154
17695,Social Science And Medicine,197
17695,Social Science And Medicine,236
17695,Social Science And Medicine,272
17695,Social Science And Medicine,311
17695,Social Science And Medicine,318
17695,Social Science And Medicine,397
17695,Social Science And Medicine,403
17695,Social Science And Medicine,408
17695,Social Science And Medicine,451
17695,Social Science And Medicine,469
17695,Social Science And Medicine,472
17695,Social Science And Medicine,473
17695,Social Science And Medicine,531
17696,Social Science Computer Review,444
17697,Social Science History,488
17698,Social Science Information,468
17700,SOCIAL SCIENCE JAPAN JOURNAL,181
17701,Social Science Journal,181
17702,Social Science Quarterly,181
17703,Social Science Research,283
17704,Social Security Bulletin,100
17705,Social Service Review,336
17706,Social Studies Of Science,403
17707,Social Work,271
17708,SOCIAL WORK & SOCIAL SCIENCES REVIEW,271
17709,Social Work In Health Care,271
17710,Social Work In Mental Health,355
17711,Social Work Research,271
17712,SOCIEDADE E CULTURA,261
17713,Societes,403
17714,Society,511
17715,Society And Animals,403
17716,Society And Natural Resources,434
17717,"Society For Imaging Science And Technology: Image Processing, Image Quality, Image Capture, Systems Conference",291
17718,"Society Of Flight Test Engineers, Sfte 35th Annual Symposium Proceedings: Flight Test - The Next Hundred Years",409
17719,Socijalna Ekologija,237
17720,Socijalna Psihijatrija,408
17721,Sociobiology,544
17722,Socio-Economic Planning Sciences,74
17723,Socio-Economic Review,403
17724,SOCIOL_METHODOL,403
17725,Sociologia,403
17726,Sociologia Ruralis,516
17727,Sociological Forum,283
17728,Sociological Inquiry,283
17729,SOCIOLOGICAL METHODOLOGY,535
17730,Sociological Methods And Research,535
17731,Sociological Perspectives,283
17732,Sociological Quarterly,283
17733,Sociological Research Online,403
17734,Sociological Review,403
17735,Sociological Spectrum,283
17736,Sociological Studies Of Children And Youth,271
17737,Sociological Theory,283
17738,SOCIOLOGICAL THEORY AND METHODS,283
17739,Sociologicky Casopis,403
17740,Sociologie Du Travail,403
17741,SOCIOLOGIJA I PROSTOR,124
17742,Sociologisk Forskning,403
17743,SOCIOLOGUS,250
17744,Sociology,403
17745,Sociology Of Education,134
17746,Sociology Of Health And Illness,403
17748,Sociology Of Religion: A Quarterly Review,408
17749,Sociology Of Sport Journal,403
17750,Soft Computing,331
17751,Soft Computing With Industrial Applications - Proceedings Of The Sixth Biannual World Automation Congress,526
17752,Soft Materials,432
17753,Soft Matter,365
17754,Software - Practice And Experience,371
17755,Software And Systems Modeling,306
17756,"Software Engineering And Advanced Applications, 2005 31st Euromicro Conference",56
17757,"Software Engineering Education Conference, Proceedings",444
17758,Software Process Improvement And Practice,56
17759,Software Quality Journal,56
17760,Software Studies,483
17761,SOFTWARE TESTING VERIFICATION & RELIABILITY,371
17762,Soil And Sediment Contamination,335
17763,Soil And Tillage Research,227
17764,Soil Biology And Biochemistry,315
17765,Soil Dynamics And Earthquake Engineering,52
17766,Soil Mechanics And Foundation Engineering,239
17767,Soil Science,120
17768,Soil Science And Plant Nutrition,315
17769,Soil Science Society Of America Journal,227
17770,Soil Use And Management,227
17771,Soils And Foundations,239
17772,Soins Gerontologie,447
17773,"Soins Pediatrie, Puericulture",462
17774,Soins Psychiatrie,390
17775,Soins; La Revue De Reference Infirmiere,67
17776,SOLA,97
17777,Solar Energy,416
17778,Solar Energy Materials And Solar Cells,416
17779,Solar Physics,409
17780,Solar System Research,353
17781,SOLDAGEM & INSPECAO,521
17782,Soldering And Surface Mount Technology,223
17783,Solid Fuel Chemistry,119
17784,Solid State Communications,13
17785,Solid State Ionics,260
17786,Solid State Nuclear Magnetic Resonance,452
17787,SOLID STATE PHYSICS-ADVANCES IN RESEARCH AND APPLICATIONS,223
17788,Solid State Sciences,35
17789,Solid State Technology,439
17790,Solidification Of Aluminum Alloys,406
17791,Solidification Processes And Microstructures: A Symposium In Honor Of Wilfried Kurz,406
17792,Solid-State Electronics,175
17793,Solos E Rochas,239
17794,Solutions,480
17795,Solvent Extraction And Ion Exchange,189
17796,Solvent Extraction Research And Development,189
17797,SOMATIC CELL AND MOLECULAR GENETICS,345
17798,Somatosensory & Motor Research,215
17799,Somnologie,532
17800,SOPHIA,122
17801,SORT-STATISTICS AND OPERATIONS RESEARCH TRANSACTIONS,94
17802,Sotsiologicheskie Issledovaniya,381
17804,SOUNDINGS,348
17805,SOURCE-NOTE_HIST_ART,112
17806,SOURCE-NOTES IN THE HISTORY OF ART,268
17807,SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,468
17808,South African Family Practice,451
17809,South African Geographical Journal,527
17810,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,542
17811,South African Journal Of Animal Sciences,107
17812,South African Journal Of Botany,520
17813,SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,58
17814,South African Journal Of Chemistry,273
17815,South African Journal Of Clinical Nutrition,83
17816,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,58
17817,South African Journal Of Economics,95
17818,SOUTH AFRICAN JOURNAL OF EDUCATION,496
17819,SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,284
17820,South African Journal Of Geology,413
17821,SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING,105
17823,South African Journal Of Obstetrics And Gynaecology,475
17824,SOUTH AFRICAN JOURNAL OF PHILOSOPHY-SUID-AFRIKAANSE TYDSKRIF VIR WYSBEGEERTE,122
17825,South African Journal Of Plant And Soil,120
17826,SOUTH AFRICAN JOURNAL OF PSYCHIATRY,318
17827,South African Journal Of Psychology,329
17828,South African Journal Of Science,423
17829,South African Journal Of Surgery,414
17830,South African Journal Of Wildlife Research,520
17831,SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,511
17832,South African Medical Journal,475
17833,South African Psychiatry Review,425
17834,SOUTH AFRICAN STATISTICAL JOURNAL,94
17835,South Asia,407
17836,SOUTH ATLANTIC QUARTERLY,209
17837,South Dakota Journal Of Medicine,148
17838,SOUTH DAKOTA REVIEW,410
17839,SOUTH EAST ASIA RESEARCH,209
17840,South European Society And Politics,431
